neighbour_multiplier,popsize,restart_decay_power,restart_tolerance,self_instead_neighbour,sigma,shubert,mean,mad
0.5,64,8,0.00000001,1,0.6,inf,inf,inf
0.5,64,8,0.00000001,1,0.8,inf,inf,inf
0.5,64,8,0.00000001,1,1,inf,inf,inf
0.75,64,2,0.00000001,0,0.2,inf,inf,inf
0.75,64,2,0.00000001,0,0.4,inf,inf,inf
0.75,64,2,0.00000001,0,0.6,inf,inf,inf
0.75,64,2,0.00000001,0,0.8,inf,inf,inf
0.75,64,2,0.00000001,0,1,inf,inf,inf
0.75,64,2,0.00000001,0.2,0.2,inf,inf,inf
0.75,64,2,0.00000001,0.2,0.4,inf,inf,inf
0.75,64,2,0.00000001,0.2,0.6,inf,inf,inf
0.75,64,2,0.00000001,0.2,0.8,inf,inf,inf
0.75,64,2,0.00000001,0.2,1,inf,inf,inf
0.75,64,2,0.00000001,0.4,0.2,inf,inf,inf
0.75,64,2,0.00000001,0.4,0.4,inf,inf,inf
0.75,64,2,0.00000001,0.4,0.6,inf,inf,inf
0.75,64,2,0.00000001,0.4,0.8,inf,inf,inf
0.75,64,2,0.00000001,0.4,1,inf,inf,inf
0.75,64,2,0.00000001,1,0.2,inf,inf,inf
0.75,64,2,0.00000001,1,0.4,inf,inf,inf
0.75,64,2,0.00000001,1,0.6,inf,inf,inf
0.75,64,2,0.00000001,1,0.8,inf,inf,inf
0.75,64,2,0.00000001,1,1,inf,inf,inf
0.75,64,4,0.00000001,0,0.2,inf,inf,inf
0.75,64,4,0.00000001,0,0.4,inf,inf,inf
0.75,64,4,0.00000001,0,0.6,inf,inf,inf
0.75,64,4,0.00000001,0,0.8,inf,inf,inf
0.75,64,4,0.00000001,0,1,inf,inf,inf
0.75,64,4,0.00000001,0.2,0.2,inf,inf,inf
0.75,64,4,0.00000001,0.2,0.4,inf,inf,inf
0.75,64,4,0.00000001,0.2,0.6,inf,inf,inf
0.75,64,4,0.00000001,0.2,0.8,inf,inf,inf
0.75,64,4,0.00000001,0.2,1,inf,inf,inf
0.75,64,4,0.00000001,0.4,0.2,inf,inf,inf
0.75,64,4,0.00000001,0.4,0.4,inf,inf,inf
0.75,64,4,0.00000001,0.4,0.6,inf,inf,inf
0.75,64,4,0.00000001,0.4,0.8,inf,inf,inf
0.75,64,4,0.00000001,0.4,1,inf,inf,inf
0.75,64,4,0.00000001,1,0.2,inf,inf,inf
0.75,64,4,0.00000001,1,0.4,inf,inf,inf
0.75,64,4,0.00000001,1,0.6,inf,inf,inf
0.75,64,4,0.00000001,1,0.8,inf,inf,inf
0.75,64,4,0.00000001,1,1,inf,inf,inf
0.75,64,6,0.00000001,0,0.2,inf,inf,inf
0.75,64,6,0.00000001,0,0.4,inf,inf,inf
0.75,64,6,0.00000001,0,0.6,inf,inf,inf
0.75,64,6,0.00000001,0,0.8,inf,inf,inf
0.75,64,6,0.00000001,0,1,inf,inf,inf
0.75,64,6,0.00000001,0.2,0.2,inf,inf,inf
0.75,64,6,0.00000001,0.2,0.4,inf,inf,inf
0.75,64,6,0.00000001,0.2,0.6,inf,inf,inf
0.75,64,6,0.00000001,0.2,0.8,inf,inf,inf
0.75,64,6,0.00000001,0.2,1,inf,inf,inf
0.75,64,6,0.00000001,0.4,0.2,inf,inf,inf
0.75,64,6,0.00000001,0.4,0.4,inf,inf,inf
0.75,64,6,0.00000001,0.4,0.6,inf,inf,inf
0.75,64,6,0.00000001,0.4,0.8,inf,inf,inf
0.75,64,6,0.00000001,0.4,1,inf,inf,inf
0.75,64,6,0.00000001,1,0.2,inf,inf,inf
0.75,64,6,0.00000001,1,0.4,inf,inf,inf
0.75,64,6,0.00000001,1,0.6,inf,inf,inf
0.75,64,6,0.00000001,1,0.8,inf,inf,inf
0.75,64,6,0.00000001,1,1,inf,inf,inf
0.75,64,8,0.00000001,0,0.2,inf,inf,inf
0.75,64,8,0.00000001,0,0.4,inf,inf,inf
0.75,64,8,0.00000001,0,0.6,inf,inf,inf
0.75,64,8,0.00000001,0,0.8,inf,inf,inf
0.75,64,8,0.00000001,0,1,inf,inf,inf
0.75,64,8,0.00000001,0.2,0.2,inf,inf,inf
0.75,64,8,0.00000001,0.2,0.4,inf,inf,inf
0.75,64,8,0.00000001,0.2,0.6,inf,inf,inf
0.75,64,8,0.00000001,0.2,0.8,inf,inf,inf
0.75,64,8,0.00000001,0.2,1,inf,inf,inf
0.75,64,8,0.00000001,0.4,0.2,inf,inf,inf
0.75,64,8,0.00000001,0.4,0.4,inf,inf,inf
0.75,64,8,0.00000001,0.4,0.6,inf,inf,inf
0.75,64,8,0.00000001,0.4,0.8,inf,inf,inf
0.75,64,8,0.00000001,0.4,1,inf,inf,inf
0.75,64,8,0.00000001,1,0.2,inf,inf,inf
0.75,64,8,0.00000001,1,0.4,inf,inf,inf
0.75,64,8,0.00000001,1,0.6,inf,inf,inf
0.75,64,8,0.00000001,1,0.8,inf,inf,inf
0.75,64,8,0.00000001,1,1,inf,inf,inf
1,64,2,0.00000001,0,0.2,inf,inf,inf
1,64,2,0.00000001,0,0.4,inf,inf,inf
1,64,2,0.00000001,0,0.6,inf,inf,inf
1,64,2,0.00000001,0,0.8,inf,inf,inf
1,64,2,0.00000001,0,1,inf,inf,inf
1,64,2,0.00000001,0.2,0.2,inf,inf,inf
1,64,2,0.00000001,0.2,0.4,inf,inf,inf
1,64,2,0.00000001,0.2,0.6,inf,inf,inf
1,64,2,0.00000001,0.2,0.8,inf,inf,inf
1,64,2,0.00000001,0.2,1,inf,inf,inf
1,64,2,0.00000001,0.4,0.2,inf,inf,inf
1,64,2,0.00000001,0.4,0.4,inf,inf,inf
1,64,2,0.00000001,0.4,0.6,inf,inf,inf
1,64,2,0.00000001,0.4,0.8,inf,inf,inf
1,64,2,0.00000001,0.4,1,inf,inf,inf
1,64,2,0.00000001,1,0.2,inf,inf,inf
1,64,2,0.00000001,1,0.4,inf,inf,inf
1,64,2,0.00000001,1,0.6,inf,inf,inf
1,64,2,0.00000001,1,0.8,inf,inf,inf
1,64,2,0.00000001,1,1,inf,inf,inf
1,64,4,0.00000001,0,0.2,inf,inf,inf
1,64,4,0.00000001,0,0.4,inf,inf,inf
1,64,4,0.00000001,0,0.6,inf,inf,inf
1,64,4,0.00000001,0,0.8,inf,inf,inf
1,64,4,0.00000001,0,1,inf,inf,inf
1,64,4,0.00000001,0.2,0.2,inf,inf,inf
1,64,4,0.00000001,0.2,0.4,inf,inf,inf
1,64,4,0.00000001,0.2,0.6,inf,inf,inf
1,64,4,0.00000001,0.2,0.8,inf,inf,inf
1,64,4,0.00000001,0.2,1,inf,inf,inf
1,64,4,0.00000001,0.4,0.2,inf,inf,inf
1,64,4,0.00000001,0.4,0.4,inf,inf,inf
1,64,4,0.00000001,0.4,0.6,inf,inf,inf
1,64,4,0.00000001,0.4,0.8,inf,inf,inf
1,64,4,0.00000001,0.4,1,inf,inf,inf
1,64,4,0.00000001,1,0.2,inf,inf,inf
1,64,4,0.00000001,1,0.4,inf,inf,inf
1,64,4,0.00000001,1,0.6,inf,inf,inf
1,64,4,0.00000001,1,0.8,inf,inf,inf
1,64,4,0.00000001,1,1,inf,inf,inf
1,64,6,0.00000001,0,0.2,inf,inf,inf
1,64,6,0.00000001,0,0.4,inf,inf,inf
1,64,6,0.00000001,0,0.6,inf,inf,inf
1,64,6,0.00000001,0,0.8,inf,inf,inf
1,64,6,0.00000001,0,1,inf,inf,inf
1,64,6,0.00000001,0.2,0.2,inf,inf,inf
1,64,6,0.00000001,0.2,0.4,inf,inf,inf
1,64,6,0.00000001,0.2,0.6,inf,inf,inf
1,64,6,0.00000001,0.2,0.8,inf,inf,inf
1,64,6,0.00000001,0.2,1,inf,inf,inf
1,64,6,0.00000001,0.4,0.2,inf,inf,inf
1,64,6,0.00000001,0.4,0.4,inf,inf,inf
1,64,6,0.00000001,0.4,0.6,inf,inf,inf
1,64,6,0.00000001,0.4,0.8,inf,inf,inf
1,64,6,0.00000001,0.4,1,inf,inf,inf
1,64,6,0.00000001,1,0.2,inf,inf,inf
1,64,6,0.00000001,1,0.4,inf,inf,inf
1,64,6,0.00000001,1,0.6,inf,inf,inf
1,64,6,0.00000001,1,0.8,inf,inf,inf
1,64,6,0.00000001,1,1,inf,inf,inf
1,64,8,0.00000001,0,0.2,inf,inf,inf
1,64,8,0.00000001,0,0.4,inf,inf,inf
1,64,8,0.00000001,0,0.6,inf,inf,inf
1,64,8,0.00000001,0,0.8,inf,inf,inf
1,64,8,0.00000001,0,1,inf,inf,inf
1,64,8,0.00000001,0.2,0.2,inf,inf,inf
1,64,8,0.00000001,0.2,0.4,inf,inf,inf
1,64,8,0.00000001,0.2,0.6,inf,inf,inf
1,64,8,0.00000001,0.2,0.8,inf,inf,inf
1,64,8,0.00000001,0.2,1,inf,inf,inf
1,64,8,0.00000001,0.4,0.2,inf,inf,inf
1,64,8,0.00000001,0.4,0.4,inf,inf,inf
1,64,8,0.00000001,0.4,0.6,inf,inf,inf
1,64,8,0.00000001,0.4,0.8,inf,inf,inf
1,64,8,0.00000001,0.4,1,inf,inf,inf
1,64,8,0.00000001,1,0.2,inf,inf,inf
1,64,8,0.00000001,1,0.4,inf,inf,inf
1,64,8,0.00000001,1,0.6,inf,inf,inf
1,64,8,0.00000001,1,0.8,inf,inf,inf
1,64,8,0.00000001,1,1,inf,inf,inf
1.125,64,2,0.00000001,0,0.2,inf,inf,inf
1.125,64,2,0.00000001,0,0.4,inf,inf,inf
1.125,64,2,0.00000001,0,0.6,inf,inf,inf
1.125,64,2,0.00000001,0,0.8,inf,inf,inf
1.125,64,2,0.00000001,0,1,inf,inf,inf
1.125,64,2,0.00000001,0.2,0.2,inf,inf,inf
1.125,64,2,0.00000001,0.2,0.4,inf,inf,inf
1.125,64,2,0.00000001,0.2,0.6,inf,inf,inf
1.125,64,2,0.00000001,0.2,0.8,inf,inf,inf
1.125,64,2,0.00000001,0.2,1,inf,inf,inf
1.125,64,2,0.00000001,0.4,0.2,inf,inf,inf
1.125,64,2,0.00000001,0.4,0.4,inf,inf,inf
1.125,64,2,0.00000001,0.4,0.6,inf,inf,inf
1.125,64,2,0.00000001,0.4,0.8,inf,inf,inf
1.125,64,2,0.00000001,0.4,1,inf,inf,inf
1.125,64,2,0.00000001,1,0.2,inf,inf,inf
1.125,64,2,0.00000001,1,0.4,inf,inf,inf
1.125,64,2,0.00000001,1,0.6,inf,inf,inf
1.125,64,2,0.00000001,1,0.8,inf,inf,inf
1.125,64,2,0.00000001,1,1,inf,inf,inf
1.125,64,4,0.00000001,0,0.2,inf,inf,inf
1.125,64,4,0.00000001,0,0.4,inf,inf,inf
1.125,64,4,0.00000001,0,0.6,inf,inf,inf
1.125,64,4,0.00000001,0,0.8,inf,inf,inf
1.125,64,4,0.00000001,0,1,inf,inf,inf
1.125,64,4,0.00000001,0.2,0.2,inf,inf,inf
1.125,64,4,0.00000001,0.2,0.4,inf,inf,inf
1.125,64,4,0.00000001,0.2,0.6,inf,inf,inf
1.125,64,4,0.00000001,0.2,0.8,inf,inf,inf
1.125,64,4,0.00000001,0.2,1,inf,inf,inf
1.125,64,4,0.00000001,0.4,0.2,inf,inf,inf
1.125,64,4,0.00000001,0.4,0.4,inf,inf,inf
1.125,64,4,0.00000001,0.4,0.6,inf,inf,inf
1.125,64,4,0.00000001,0.4,0.8,inf,inf,inf
1.125,64,4,0.00000001,0.4,1,inf,inf,inf
1.125,64,4,0.00000001,1,0.2,inf,inf,inf
1.125,64,4,0.00000001,1,0.4,inf,inf,inf
1.125,64,4,0.00000001,1,0.6,inf,inf,inf
1.125,64,4,0.00000001,1,0.8,inf,inf,inf
1.125,64,4,0.00000001,1,1,inf,inf,inf
1.125,64,6,0.00000001,0,0.2,inf,inf,inf
1.125,64,6,0.00000001,0,0.4,inf,inf,inf
1.125,64,6,0.00000001,0,0.6,inf,inf,inf
1.125,64,6,0.00000001,0,0.8,inf,inf,inf
1.125,64,6,0.00000001,0,1,inf,inf,inf
1.125,64,6,0.00000001,0.2,0.2,inf,inf,inf
1.125,64,6,0.00000001,0.2,0.4,inf,inf,inf
1.125,64,6,0.00000001,0.2,0.6,inf,inf,inf
1.125,64,6,0.00000001,0.2,0.8,inf,inf,inf
1.125,64,6,0.00000001,0.2,1,inf,inf,inf
1.125,64,6,0.00000001,0.4,0.2,inf,inf,inf
1.125,64,6,0.00000001,0.4,0.4,inf,inf,inf
1.125,64,6,0.00000001,0.4,0.6,inf,inf,inf
1.125,64,6,0.00000001,0.4,0.8,inf,inf,inf
1.125,64,6,0.00000001,0.4,1,inf,inf,inf
1.125,64,6,0.00000001,1,0.2,inf,inf,inf
1.125,64,6,0.00000001,1,0.4,inf,inf,inf
1.125,64,6,0.00000001,1,0.6,inf,inf,inf
1.125,64,6,0.00000001,1,0.8,inf,inf,inf
1.125,64,6,0.00000001,1,1,inf,inf,inf
1.125,64,8,0.00000001,0,0.2,inf,inf,inf
1.125,64,8,0.00000001,0,0.4,inf,inf,inf
1.125,64,8,0.00000001,0,0.6,inf,inf,inf
1.125,64,8,0.00000001,0,0.8,inf,inf,inf
1.125,64,8,0.00000001,0,1,inf,inf,inf
1.125,64,8,0.00000001,0.2,0.2,inf,inf,inf
1.125,64,8,0.00000001,0.2,0.4,inf,inf,inf
1.125,64,8,0.00000001,0.2,0.6,inf,inf,inf
1.125,64,8,0.00000001,0.2,0.8,inf,inf,inf
1.125,64,8,0.00000001,0.2,1,inf,inf,inf
1.125,64,8,0.00000001,0.4,0.2,inf,inf,inf
1.125,64,8,0.00000001,0.4,0.4,inf,inf,inf
1.125,64,8,0.00000001,0.4,0.6,inf,inf,inf
1.125,64,8,0.00000001,0.4,0.8,inf,inf,inf
1.125,64,8,0.00000001,0.4,1,inf,inf,inf
1.125,64,8,0.00000001,1,0.2,inf,inf,inf
1.125,64,8,0.00000001,1,0.4,inf,inf,inf
1.125,64,8,0.00000001,1,0.6,inf,inf,inf
1.125,64,8,0.00000001,1,0.8,inf,inf,inf
1.125,64,8,0.00000001,1,1,inf,inf,inf
1.5,64,2,0.00000001,0,0.2,inf,inf,inf
1.5,64,2,0.00000001,0,0.4,inf,inf,inf
1.5,64,2,0.00000001,0,0.6,inf,inf,inf
1.5,64,2,0.00000001,0,0.8,inf,inf,inf
1.5,64,2,0.00000001,0,1,inf,inf,inf
1.5,64,2,0.00000001,0.2,0.2,inf,inf,inf
1.5,64,2,0.00000001,0.2,0.4,inf,inf,inf
1.5,64,2,0.00000001,0.2,0.6,inf,inf,inf
1.5,64,2,0.00000001,0.2,0.8,inf,inf,inf
1.5,64,2,0.00000001,0.2,1,inf,inf,inf
1.5,64,2,0.00000001,0.4,0.2,inf,inf,inf
1.5,64,2,0.00000001,0.4,0.4,inf,inf,inf
1.5,64,2,0.00000001,0.4,0.6,inf,inf,inf
1.5,64,2,0.00000001,0.4,0.8,inf,inf,inf
1.5,64,2,0.00000001,0.4,1,inf,inf,inf
1.5,64,2,0.00000001,1,0.2,inf,inf,inf
1.5,64,2,0.00000001,1,0.4,inf,inf,inf
1.5,64,2,0.00000001,1,0.6,inf,inf,inf
1.5,64,2,0.00000001,1,0.8,inf,inf,inf
1.5,64,2,0.00000001,1,1,inf,inf,inf
1.5,64,4,0.00000001,0,0.2,inf,inf,inf
1.5,64,4,0.00000001,0,0.4,inf,inf,inf
1.5,64,4,0.00000001,0,0.6,inf,inf,inf
1.5,64,4,0.00000001,0,0.8,inf,inf,inf
1.5,64,4,0.00000001,0,1,inf,inf,inf
1.5,64,4,0.00000001,0.2,0.2,inf,inf,inf
1.5,64,4,0.00000001,0.2,0.4,inf,inf,inf
1.5,64,4,0.00000001,0.2,0.6,inf,inf,inf
1.5,64,4,0.00000001,0.2,0.8,inf,inf,inf
1.5,64,4,0.00000001,0.2,1,inf,inf,inf
1.5,64,4,0.00000001,0.4,0.2,inf,inf,inf
1.5,64,4,0.00000001,0.4,0.4,inf,inf,inf
1.5,64,4,0.00000001,0.4,0.6,inf,inf,inf
1.5,64,4,0.00000001,0.4,0.8,inf,inf,inf
1.5,64,4,0.00000001,0.4,1,inf,inf,inf
1.5,64,4,0.00000001,1,0.2,inf,inf,inf
1.5,64,4,0.00000001,1,0.4,inf,inf,inf
1.5,64,4,0.00000001,1,0.6,inf,inf,inf
1.5,64,4,0.00000001,1,0.8,inf,inf,inf
1.5,64,4,0.00000001,1,1,inf,inf,inf
1.5,64,6,0.00000001,0,0.2,inf,inf,inf
1.5,64,6,0.00000001,0,0.4,inf,inf,inf
1.5,64,6,0.00000001,0,0.6,inf,inf,inf
1.5,64,6,0.00000001,0,0.8,inf,inf,inf
1.5,64,6,0.00000001,0,1,inf,inf,inf
1.5,64,6,0.00000001,0.2,0.2,inf,inf,inf
1.5,64,6,0.00000001,0.2,0.4,inf,inf,inf
1.5,64,6,0.00000001,0.2,0.6,inf,inf,inf
1.5,64,6,0.00000001,0.2,0.8,inf,inf,inf
1.5,64,6,0.00000001,0.2,1,inf,inf,inf
1.5,64,6,0.00000001,0.4,0.2,inf,inf,inf
1.5,64,6,0.00000001,0.4,0.4,inf,inf,inf
1.5,64,6,0.00000001,0.4,0.6,inf,inf,inf
1.5,64,6,0.00000001,0.4,0.8,inf,inf,inf
1.5,64,6,0.00000001,0.4,1,inf,inf,inf
1.5,64,6,0.00000001,1,0.2,inf,inf,inf
1.5,64,6,0.00000001,1,0.4,inf,inf,inf
1.5,64,6,0.00000001,1,0.6,inf,inf,inf
1.5,64,6,0.00000001,1,0.8,inf,inf,inf
1.5,64,6,0.00000001,1,1,inf,inf,inf
1.5,64,8,0.00000001,0,0.2,inf,inf,inf
1.5,64,8,0.00000001,0,0.4,inf,inf,inf
1.5,64,8,0.00000001,0,0.6,inf,inf,inf
1.5,64,8,0.00000001,0,0.8,inf,inf,inf
1.5,64,8,0.00000001,0,1,inf,inf,inf
1.5,64,8,0.00000001,0.2,0.2,inf,inf,inf
1.5,64,8,0.00000001,0.2,0.4,inf,inf,inf
1.5,64,8,0.00000001,0.2,0.6,inf,inf,inf
1.5,64,8,0.00000001,0.2,0.8,inf,inf,inf
1.5,64,8,0.00000001,0.2,1,inf,inf,inf
1.5,64,8,0.00000001,0.4,0.2,inf,inf,inf
1.5,64,8,0.00000001,0.4,0.4,inf,inf,inf
1.5,64,8,0.00000001,0.4,0.6,inf,inf,inf
1.5,64,8,0.00000001,0.4,0.8,inf,inf,inf
1.5,64,8,0.00000001,0.4,1,inf,inf,inf
1.5,64,8,0.00000001,1,0.2,inf,inf,inf
1.5,64,8,0.00000001,1,0.4,inf,inf,inf
1.5,64,8,0.00000001,1,0.6,inf,inf,inf
1.5,64,8,0.00000001,1,0.8,inf,inf,inf
1.5,64,8,0.00000001,1,1,inf,inf,inf
