h,p_best_rate,popsize,shubert,mean,mad
12,0.12,64,98540.8,98540.8,0
1,0.64,64,99251.2,99251.2,0
17,0.08,64,99308.8,99308.8,0
14,0.04,64,99417.6,99417.6,0
21,0.12,64,99564.8,99564.8,0
18,0.04,64,99667.2,99667.2,0
2,0.08,64,99795.2,99795.2,0
15,0.04,64,99833.6,99833.6,0
6,0.08,64,99852.8,99852.8,0
11,0.16,64,99955.2,99955.2,0
10,0.64,64,100083.2,100083.2,0
13,0.04,64,100134.4,100134.4,0
18,0.28,64,100198.4,100198.4,0
22,0.08,64,100256,100256,0
6,0.12,64,100275.2,100275.2,0
3,0.08,64,100352,100352,0
17,0.23999998,64,100435.2,100435.2,0
22,0.12,64,100512,100512,0
8,0.12,64,100531.2,100531.2,0
4,0.04,64,100544,100544,0
1,0.04,64,100832,100832,0
7,0.12,64,100832,100832,0
3,0.32,64,100851.2,100851.2,0
18,0.08,64,100864,100864,0
15,0.12,64,100876.8,100876.8,0
18,0.19999999,64,100883.2,100883.2,0
9,0.08,64,101004.8,101004.8,0
11,0.12,64,101017.6,101017.6,0
10,0.6,64,101024,101024,0
11,0.04,64,101024,101024,0
14,0.16,64,101043.2,101043.2,0
18,0.6,64,101056,101056,0
5,0.04,64,101075.2,101075.2,0
9,0.23999998,64,101081.6,101081.6,0
10,0.16,64,101081.6,101081.6,0
12,0.19999999,64,101088,101088,0
6,0.32,64,101094.4,101094.4,0
12,0.35999998,64,101164.8,101164.8,0
8,0.08,64,101184,101184,0
11,0.08,64,101190.4,101190.4,0
8,0.84,64,101209.6,101209.6,0
7,0.04,64,101228.8,101228.8,0
14,0.68,64,101254.4,101254.4,0
4,0.19999999,64,101273.6,101273.6,0
5,0.12,64,101292.8,101292.8,0
11,0.28,64,101324.8,101324.8,0
20,0.32,64,101324.8,101324.8,0
19,0.19999999,64,101350.4,101350.4,0
15,0.08,64,101382.4,101382.4,0
22,0.04,64,101427.2,101427.2,0
7,0.08,64,101433.6,101433.6,0
4,0.08,64,101446.4,101446.4,0
12,0.04,64,101459.2,101459.2,0
17,0.04,64,101465.6,101465.6,0
12,0.08,64,101472,101472,0
14,0.23999998,64,101478.4,101478.4,0
24,0.28,64,101568,101568,0
21,0.16,64,101587.2,101587.2,0
14,0.08,64,101625.6,101625.6,0
18,0.23999998,64,101632,101632,0
18,0.39999998,64,101632,101632,0
21,0.04,64,101689.6,101689.6,0
13,0.19999999,64,101715.2,101715.2,0
7,0.16,64,101728,101728,0
1,0.23999998,64,101766.4,101766.4,0
6,0.04,64,101766.4,101766.4,0
6,0.16,64,101766.4,101766.4,0
13,0.12,64,101792,101792,0
15,0.16,64,101798.4,101798.4,0
8,0.16,64,101817.6,101817.6,0
16,0.56,64,101824,101824,0
8,0.88,64,101830.4,101830.4,0
9,0.04,64,101836.8,101836.8,0
16,0.16,64,101836.8,101836.8,0
12,0.56,64,101881.6,101881.6,0
13,0.6,64,101888,101888,0
9,0.12,64,101894.4,101894.4,0
20,0.04,64,101900.8,101900.8,0
16,0.23999998,64,101920,101920,0
2,0.16,64,101939.2,101939.2,0
13,0.28,64,101939.2,101939.2,0
16,0.35999998,64,101945.6,101945.6,0
2,0.68,64,101958.4,101958.4,0
21,0.72,64,102028.8,102028.8,0
3,0.68,64,102048,102048,0
9,0.16,64,102048,102048,0
14,0.12,64,102105.6,102105.6,0
7,0.88,64,102150.4,102150.4,0
15,0.68,64,102150.4,102150.4,0
13,0.23999998,64,102163.2,102163.2,0
6,0.19999999,64,102182.4,102182.4,0
24,0.08,64,102182.4,102182.4,0
21,0.6,64,102208,102208,0
10,0.96,64,102220.8,102220.8,0
21,0.23999998,64,102220.8,102220.8,0
23,0.12,64,102272,102272,0
24,0.04,64,102272,102272,0
11,0.92,64,102284.8,102284.8,0
8,0.68,64,102291.2,102291.2,0
24,0.16,64,102297.6,102297.6,0
9,0.35999998,64,102304,102304,0
19,0.8,64,102355.2,102355.2,0
17,0.16,64,102361.6,102361.6,0
4,0.72,64,102380.8,102380.8,0
11,0.32,64,102380.8,102380.8,0
20,0.19999999,64,102393.6,102393.6,0
24,0.96,64,102419.2,102419.2,0
3,0.28,64,102451.2,102451.2,0
24,0.23999998,64,102476.8,102476.8,0
23,0.64,64,102489.6,102489.6,0
21,0.64,64,102515.2,102515.2,0
16,0.96,64,102528,102528,0
21,0.43999997,64,102566.4,102566.4,0
5,0.28,64,102572.8,102572.8,0
10,0.12,64,102592,102592,0
15,0.76,64,102624,102624,0
5,0.35999998,64,102643.2,102643.2,0
10,0.23999998,64,102649.6,102649.6,0
22,0.43999997,64,102668.8,102668.8,0
4,0.16,64,102688,102688,0
13,0.16,64,102688,102688,0
8,0.72,64,102700.8,102700.8,0
19,0.28,64,102739.2,102739.2,0
21,0.39999998,64,102739.2,102739.2,0
21,0.35999998,64,102752,102752,0
6,0.23999998,64,102764.8,102764.8,0
5,0.8,64,102784,102784,0
10,0.39999998,64,102854.4,102854.4,0
14,0.28,64,102860.8,102860.8,0
19,0.08,64,102892.8,102892.8,0
17,0.12,64,102899.2,102899.2,0
17,0.32,64,102899.2,102899.2,0
3,0.23999998,64,102918.4,102918.4,0
8,0.23999998,64,102931.2,102931.2,0
20,0.08,64,102950.4,102950.4,0
12,0.6,64,102982.4,102982.4,0
19,0.16,64,102988.8,102988.8,0
4,0.12,64,102995.2,102995.2,0
18,0.12,64,102995.2,102995.2,0
3,0.16,64,103001.6,103001.6,0
22,0.16,64,103020.8,103020.8,0
1,0.08,64,103040,103040,0
14,0.88,64,103040,103040,0
23,0.04,64,103040,103040,0
12,0.28,64,103059.2,103059.2,0
16,0.12,64,103059.2,103059.2,0
5,0.43999997,64,103065.6,103065.6,0
4,0.32,64,103078.4,103078.4,0
24,0.76,64,103078.4,103078.4,0
17,0.68,64,103110.4,103110.4,0
20,0.84,64,103129.6,103129.6,0
13,0.8,64,103161.6,103161.6,0
18,0.76,64,103168,103168,0
2,0.72,64,103174.4,103174.4,0
23,0.32,64,103174.4,103174.4,0
10,0.04,64,103193.6,103193.6,0
10,0.19999999,64,103193.6,103193.6,0
5,0.23999998,64,103200,103200,0
19,0.12,64,103200,103200,0
23,0.08,64,103200,103200,0
18,0.32,64,103206.4,103206.4,0
6,0.56,64,103219.2,103219.2,0
5,0.48,64,103238.4,103238.4,0
20,0.23999998,64,103238.4,103238.4,0
15,0.72,64,103251.2,103251.2,0
22,0.19999999,64,103251.2,103251.2,0
10,0.52,64,103257.6,103257.6,0
5,0.16,64,103276.8,103276.8,0
14,0.56,64,103283.2,103283.2,0
17,0.19999999,64,103296,103296,0
2,0.35999998,64,103315.2,103315.2,0
10,0.32,64,103315.2,103315.2,0
20,0.12,64,103315.2,103315.2,0
11,0.23999998,64,103321.6,103321.6,0
11,0.56,64,103321.6,103321.6,0
7,0.48,64,103328,103328,0
12,0.16,64,103347.2,103347.2,0
14,1,64,103347.2,103347.2,0
12,0.23999998,64,103379.2,103379.2,0
16,0.04,64,103398.4,103398.4,0
22,0.23999998,64,103404.8,103404.8,0
5,0.88,64,103411.2,103411.2,0
21,0.84,64,103411.2,103411.2,0
14,0.48,64,103417.6,103417.6,0
7,0.52,64,103430.4,103430.4,0
21,0.32,64,103430.4,103430.4,0
10,0.28,64,103436.8,103436.8,0
21,0.56,64,103443.2,103443.2,0
7,0.43999997,64,103456,103456,0
4,0.56,64,103481.6,103481.6,0
4,0.6,64,103513.6,103513.6,0
22,0.68,64,103520,103520,0
21,0.8,64,103526.4,103526.4,0
23,0.28,64,103532.8,103532.8,0
7,0.23999998,64,103539.2,103539.2,0
24,0.19999999,64,103539.2,103539.2,0
3,0.12,64,103552,103552,0
11,0.52,64,103558.4,103558.4,0
17,0.6,64,103577.6,103577.6,0
12,0.64,64,103590.4,103590.4,0
24,0.12,64,103590.4,103590.4,0
2,0.12,64,103596.8,103596.8,0
18,0.48,64,103596.8,103596.8,0
16,0.88,64,103616,103616,0
1,0.6,64,103628.8,103628.8,0
6,0.39999998,64,103628.8,103628.8,0
10,0.68,64,103628.8,103628.8,0
13,0.08,64,103635.2,103635.2,0
23,0.43999997,64,103635.2,103635.2,0
21,0.08,64,103660.8,103660.8,0
9,0.43999997,64,103667.2,103667.2,0
9,1,64,103673.6,103673.6,0
3,0.04,64,103680,103680,0
8,0.56,64,103680,103680,0
2,0.23999998,64,103718.4,103718.4,0
14,0.32,64,103718.4,103718.4,0
22,0.72,64,103718.4,103718.4,0
18,0.16,64,103724.8,103724.8,0
23,0.19999999,64,103724.8,103724.8,0
6,0.52,64,103744,103744,0
15,1,64,103776,103776,0
15,0.43999997,64,103782.4,103782.4,0
19,0.23999998,64,103795.2,103795.2,0
13,0.32,64,103820.8,103820.8,0
2,0.39999998,64,103833.6,103833.6,0
17,0.48,64,103833.6,103833.6,0
15,0.19999999,64,103840,103840,0
16,0.43999997,64,103852.8,103852.8,0
10,0.76,64,103859.2,103859.2,0
11,0.68,64,103859.2,103859.2,0
6,1,64,103865.6,103865.6,0
8,0.35999998,64,103865.6,103865.6,0
16,0.19999999,64,103865.6,103865.6,0
24,0.56,64,103891.2,103891.2,0
18,0.35999998,64,103897.6,103897.6,0
9,0.32,64,103904,103904,0
20,0.76,64,103910.4,103910.4,0
22,0.35999998,64,103942.4,103942.4,0
1,0.43999997,64,103948.8,103948.8,0
11,0.43999997,64,103961.6,103961.6,0
13,0.48,64,103968,103968,0
2,0.04,64,103987.2,103987.2,0
3,0.76,64,103993.6,103993.6,0
14,0.19999999,64,103993.6,103993.6,0
2,0.32,64,104000,104000,0
10,0.43999997,64,104012.8,104012.8,0
20,0.52,64,104012.8,104012.8,0
17,0.39999998,64,104025.6,104025.6,0
20,0.68,64,104025.6,104025.6,0
7,0.35999998,64,104044.8,104044.8,0
8,0.43999997,64,104070.4,104070.4,0
15,0.48,64,104070.4,104070.4,0
23,0.84,64,104083.2,104083.2,0
19,0.48,64,104096,104096,0
4,0.52,64,104102.4,104102.4,0
2,0.43999997,64,104121.6,104121.6,0
14,0.52,64,104134.4,104134.4,0
3,0.19999999,64,104140.8,104140.8,0
1,0.32,64,104147.2,104147.2,0
14,0.64,64,104147.2,104147.2,0
15,0.39999998,64,104147.2,104147.2,0
8,0.52,64,104160,104160,0
8,0.64,64,104160,104160,0
1,0.16,64,104172.8,104172.8,0
19,0.35999998,64,104172.8,104172.8,0
4,0.43999997,64,104185.6,104185.6,0
10,0.35999998,64,104211.2,104211.2,0
7,0.28,64,104217.6,104217.6,0
24,0.64,64,104230.4,104230.4,0
15,0.35999998,64,104236.8,104236.8,0
19,0.52,64,104236.8,104236.8,0
6,0.64,64,104243.2,104243.2,0
15,0.52,64,104243.2,104243.2,0
2,0.19999999,64,104268.8,104268.8,0
17,0.28,64,104268.8,104268.8,0
19,0.56,64,104268.8,104268.8,0
16,0.28,64,104275.2,104275.2,0
6,0.68,64,104281.6,104281.6,0
9,0.56,64,104281.6,104281.6,0
4,0.76,64,104288,104288,0
19,0.39999998,64,104307.2,104307.2,0
20,0.6,64,104320,104320,0
15,0.64,64,104364.8,104364.8,0
23,0.16,64,104377.6,104377.6,0
8,0.96,64,104390.4,104390.4,0
5,0.68,64,104416,104416,0
22,0.76,64,104416,104416,0
15,0.28,64,104422.4,104422.4,0
13,0.72,64,104428.8,104428.8,0
19,0.43999997,64,104441.6,104441.6,0
4,0.23999998,64,104460.8,104460.8,0
7,0.68,64,104460.8,104460.8,0
9,0.39999998,64,104492.8,104492.8,0
9,0.28,64,104499.2,104499.2,0
15,0.88,64,104499.2,104499.2,0
19,0.6,64,104512,104512,0
9,0.52,64,104518.4,104518.4,0
21,0.28,64,104524.8,104524.8,0
2,0.8,64,104544,104544,0
6,0.28,64,104556.8,104556.8,0
22,0.6,64,104556.8,104556.8,0
7,0.39999998,64,104563.2,104563.2,0
16,0.08,64,104569.6,104569.6,0
10,0.88,64,104576,104576,0
11,0.19999999,64,104576,104576,0
12,0.84,64,104582.4,104582.4,0
14,0.84,64,104582.4,104582.4,0
23,0.96,64,104582.4,104582.4,0
7,0.32,64,104601.6,104601.6,0
10,0.92,64,104608,104608,0
10,0.08,64,104633.6,104633.6,0
14,0.39999998,64,104640,104640,0
17,0.56,64,104646.4,104646.4,0
17,0.43999997,64,104659.2,104659.2,0
16,0.92,64,104678.4,104678.4,0
4,0.96,64,104684.8,104684.8,0
11,0.6,64,104684.8,104684.8,0
3,0.56,64,104691.2,104691.2,0
4,0.35999998,64,104691.2,104691.2,0
8,0.04,64,104691.2,104691.2,0
7,0.92,64,104697.6,104697.6,0
16,0.39999998,64,104697.6,104697.6,0
5,0.56,64,104723.2,104723.2,0
20,0.48,64,104723.2,104723.2,0
17,0.92,64,104729.6,104729.6,0
21,0.19999999,64,104729.6,104729.6,0
21,0.52,64,104742.4,104742.4,0
24,0.35999998,64,104742.4,104742.4,0
15,0.32,64,104755.2,104755.2,0
11,1,64,104761.6,104761.6,0
1,0.68,64,104774.4,104774.4,0
22,0.56,64,104774.4,104774.4,0
5,0.92,64,104787.2,104787.2,0
13,0.76,64,104793.6,104793.6,0
17,0.96,64,104793.6,104793.6,0
19,0.04,64,104793.6,104793.6,0
22,1,64,104793.6,104793.6,0
22,0.8,64,104800,104800,0
16,0.52,64,104825.6,104825.6,0
17,0.76,64,104825.6,104825.6,0
15,0.92,64,104844.8,104844.8,0
4,0.92,64,104857.6,104857.6,0
7,0.19999999,64,104857.6,104857.6,0
15,0.23999998,64,104857.6,104857.6,0
24,0.72,64,104864,104864,0
9,0.19999999,64,104870.4,104870.4,0
20,0.96,64,104870.4,104870.4,0
7,0.56,64,104876.8,104876.8,0
6,0.88,64,104889.6,104889.6,0
13,0.92,64,104889.6,104889.6,0
21,1,64,104896,104896,0
3,0.52,64,104908.8,104908.8,0
5,0.96,64,104915.2,104915.2,0
8,0.48,64,104915.2,104915.2,0
24,0.39999998,64,104915.2,104915.2,0
11,0.76,64,104921.6,104921.6,0
12,0.48,64,104928,104928,0
23,1,64,104934.4,104934.4,0
2,1,64,104940.8,104940.8,0
4,0.39999998,64,104947.2,104947.2,0
1,0.76,64,104960,104960,0
5,0.52,64,104960,104960,0
13,0.64,64,104998.4,104998.4,0
14,0.92,64,105017.6,105017.6,0
4,0.84,64,105024,105024,0
13,0.56,64,105024,105024,0
7,0.96,64,105036.8,105036.8,0
21,0.76,64,105043.2,105043.2,0
3,1,64,105056,105056,0
5,0.19999999,64,105056,105056,0
7,0.64,64,105056,105056,0
8,0.19999999,64,105062.4,105062.4,0
11,0.72,64,105062.4,105062.4,0
20,0.16,64,105068.8,105068.8,0
10,0.48,64,105075.2,105075.2,0
16,0.32,64,105081.6,105081.6,0
3,0.92,64,105094.4,105094.4,0
22,0.52,64,105094.4,105094.4,0
3,0.35999998,64,105100.8,105100.8,0
22,0.28,64,105107.2,105107.2,0
7,0.72,64,105120,105120,0
11,0.35999998,64,105120,105120,0
16,0.8,64,105120,105120,0
6,0.8,64,105126.4,105126.4,0
6,0.6,64,105139.2,105139.2,0
24,0.52,64,105145.6,105145.6,0
1,0.56,64,105184,105184,0
17,0.35999998,64,105235.2,105235.2,0
18,0.43999997,64,105235.2,105235.2,0
5,0.08,64,105248,105248,0
1,0.39999998,64,105254.4,105254.4,0
9,0.92,64,105254.4,105254.4,0
24,0.84,64,105260.8,105260.8,0
4,0.8,64,105267.2,105267.2,0
17,0.84,64,105292.8,105292.8,0
13,0.96,64,105305.6,105305.6,0
5,0.32,64,105337.6,105337.6,0
3,0.43999997,64,105363.2,105363.2,0
8,0.32,64,105363.2,105363.2,0
12,0.52,64,105363.2,105363.2,0
23,0.56,64,105363.2,105363.2,0
19,0.76,64,105369.6,105369.6,0
23,0.23999998,64,105382.4,105382.4,0
3,0.88,64,105395.2,105395.2,0
2,0.56,64,105401.6,105401.6,0
17,0.52,64,105408,105408,0
7,0.84,64,105427.2,105427.2,0
4,0.64,64,105446.4,105446.4,0
7,0.6,64,105446.4,105446.4,0
18,0.96,64,105446.4,105446.4,0
13,0.84,64,105452.8,105452.8,0
8,0.6,64,105478.4,105478.4,0
5,0.72,64,105504,105504,0
11,0.8,64,105504,105504,0
4,0.88,64,105529.6,105529.6,0
9,0.72,64,105529.6,105529.6,0
20,0.92,64,105536,105536,0
24,0.48,64,105536,105536,0
3,0.64,64,105542.4,105542.4,0
23,0.8,64,105548.8,105548.8,0
14,0.6,64,105568,105568,0
12,0.32,64,105580.8,105580.8,0
16,0.6,64,105606.4,105606.4,0
16,0.76,64,105632,105632,0
3,0.72,64,105638.4,105638.4,0
16,0.72,64,105651.2,105651.2,0
9,0.6,64,105670.4,105670.4,0
3,0.39999998,64,105676.8,105676.8,0
20,0.64,64,105676.8,105676.8,0
12,0.72,64,105689.6,105689.6,0
15,0.84,64,105696,105696,0
19,0.92,64,105702.4,105702.4,0
8,0.8,64,105728,105728,0
22,0.32,64,105728,105728,0
10,0.56,64,105760,105760,0
12,0.39999998,64,105772.8,105772.8,0
13,1,64,105772.8,105772.8,0
18,0.72,64,105779.2,105779.2,0
16,0.84,64,105785.6,105785.6,0
21,0.48,64,105836.8,105836.8,0
4,0.28,64,105843.2,105843.2,0
8,0.39999998,64,105849.6,105849.6,0
24,1,64,105849.6,105849.6,0
12,0.76,64,105862.4,105862.4,0
23,0.35999998,64,105862.4,105862.4,0
24,0.6,64,105888,105888,0
10,0.84,64,105926.4,105926.4,0
1,0.35999998,64,105939.2,105939.2,0
4,1,64,105945.6,105945.6,0
18,0.8,64,105945.6,105945.6,0
1,0.19999999,64,105964.8,105964.8,0
1,0.28,64,105964.8,105964.8,0
8,0.28,64,105964.8,105964.8,0
23,0.48,64,105990.4,105990.4,0
3,0.96,64,105996.8,105996.8,0
20,0.35999998,64,106003.2,106003.2,0
5,0.64,64,106016,106016,0
19,0.72,64,106041.6,106041.6,0
23,0.52,64,106048,106048,0
9,0.84,64,106054.4,106054.4,0
11,0.88,64,106060.8,106060.8,0
24,0.32,64,106073.6,106073.6,0
3,0.8,64,106080,106080,0
16,1,64,106080,106080,0
9,0.48,64,106105.6,106105.6,0
11,0.96,64,106144,106144,0
14,0.96,64,106169.6,106169.6,0
10,0.72,64,106182.4,106182.4,0
1,0.88,64,106188.8,106188.8,0
12,0.43999997,64,106188.8,106188.8,0
24,0.88,64,106188.8,106188.8,0
14,0.8,64,106201.6,106201.6,0
17,0.8,64,106208,106208,0
6,0.48,64,106220.8,106220.8,0
12,0.68,64,106220.8,106220.8,0
15,0.6,64,106220.8,106220.8,0
6,0.76,64,106233.6,106233.6,0
22,0.96,64,106233.6,106233.6,0
11,0.64,64,106240,106240,0
22,0.48,64,106246.4,106246.4,0
13,0.52,64,106272,106272,0
7,0.76,64,106284.8,106284.8,0
13,0.35999998,64,106284.8,106284.8,0
18,0.84,64,106291.2,106291.2,0
24,0.43999997,64,106291.2,106291.2,0
2,0.28,64,106304,106304,0
13,0.39999998,64,106304,106304,0
23,0.72,64,106310.4,106310.4,0
9,0.96,64,106329.6,106329.6,0
2,0.52,64,106336,106336,0
4,0.48,64,106342.4,106342.4,0
14,0.43999997,64,106348.8,106348.8,0
20,0.39999998,64,106348.8,106348.8,0
6,0.92,64,106406.4,106406.4,0
9,0.76,64,106425.6,106425.6,0
18,0.64,64,106451.2,106451.2,0
23,0.92,64,106470.4,106470.4,0
5,1,64,106502.4,106502.4,0
21,0.68,64,106534.4,106534.4,0
18,0.52,64,106566.4,106566.4,0
13,0.43999997,64,106572.8,106572.8,0
19,0.32,64,106572.8,106572.8,0
2,0.76,64,106592,106592,0
6,0.96,64,106604.8,106604.8,0
20,0.43999997,64,106611.2,106611.2,0
22,0.64,64,106611.2,106611.2,0
3,0.48,64,106617.6,106617.6,0
8,0.92,64,106624,106624,0
20,0.28,64,106643.2,106643.2,0
9,0.88,64,106649.6,106649.6,0
15,0.96,64,106649.6,106649.6,0
15,0.56,64,106694.4,106694.4,0
15,0.8,64,106694.4,106694.4,0
20,0.88,64,106694.4,106694.4,0
22,0.92,64,106694.4,106694.4,0
22,0.84,64,106713.6,106713.6,0
21,0.96,64,106732.8,106732.8,0
18,0.88,64,106745.6,106745.6,0
18,0.68,64,106752,106752,0
11,0.39999998,64,106816,106816,0
19,0.68,64,106816,106816,0
17,0.72,64,106841.6,106841.6,0
6,0.72,64,106854.4,106854.4,0
2,0.84,64,106892.8,106892.8,0
13,0.68,64,106892.8,106892.8,0
5,0.39999998,64,106912,106912,0
24,0.68,64,106931.2,106931.2,0
16,0.48,64,106944,106944,0
19,0.88,64,106956.8,106956.8,0
21,0.88,64,106956.8,106956.8,0
23,0.68,64,106982.4,106982.4,0
6,0.43999997,64,107001.6,107001.6,0
21,0.92,64,107033.6,107033.6,0
14,0.35999998,64,107040,107040,0
10,0.8,64,107078.4,107078.4,0
20,0.56,64,107136,107136,0
2,0.6,64,107161.6,107161.6,0
3,0.6,64,107161.6,107161.6,0
19,0.64,64,107168,107168,0
11,0.84,64,107174.4,107174.4,0
16,0.68,64,107180.8,107180.8,0
1,0.72,64,107187.2,107187.2,0
1,0.84,64,107232,107232,0
12,0.96,64,107257.6,107257.6,0
1,0.8,64,107321.6,107321.6,0
17,0.64,64,107347.2,107347.2,0
14,0.76,64,107462.4,107462.4,0
2,0.48,64,107500.8,107500.8,0
16,0.64,64,107513.6,107513.6,0
7,1,64,107545.6,107545.6,0
20,0.8,64,107552,107552,0
22,0.39999998,64,107558.4,107558.4,0
18,1,64,107584,107584,0
5,0.84,64,107673.6,107673.6,0
23,0.76,64,107692.8,107692.8,0
4,0.68,64,107744,107744,0
6,0.84,64,107763.2,107763.2,0
9,0.64,64,107763.2,107763.2,0
23,0.39999998,64,107769.6,107769.6,0
18,0.56,64,107808,107808,0
1,0.96,64,107910.4,107910.4,0
19,1,64,107910.4,107910.4,0
23,0.6,64,107936,107936,0
17,1,64,107968,107968,0
6,0.35999998,64,107987.2,107987.2,0
17,0.88,64,108006.4,108006.4,0
24,0.8,64,108032,108032,0
19,0.84,64,108115.2,108115.2,0
9,0.68,64,108172.8,108172.8,0
3,0.84,64,108262.4,108262.4,0
12,0.88,64,108262.4,108262.4,0
20,0.72,64,108281.6,108281.6,0
20,1,64,108313.6,108313.6,0
12,0.8,64,108396.8,108396.8,0
12,0.92,64,108454.4,108454.4,0
11,0.48,64,108473.6,108473.6,0
7,0.8,64,108492.8,108492.8,0
8,1,64,108550.4,108550.4,0
8,0.76,64,108608,108608,0
2,0.64,64,108665.6,108665.6,0
5,0.6,64,108678.4,108678.4,0
10,1,64,108684.8,108684.8,0
13,0.88,64,108736,108736,0
24,0.92,64,108787.2,108787.2,0
2,0.92,64,108934.4,108934.4,0
19,0.96,64,108940.8,108940.8,0
2,0.88,64,109036.8,109036.8,0
14,0.72,64,109075.2,109075.2,0
1,1,64,109120,109120,0
1,0.48,64,109152,109152,0
18,0.92,64,109152,109152,0
9,0.8,64,109216,109216,0
12,1,64,110035.2,110035.2,0
2,0.96,64,110054.4,110054.4,0
1,0.92,64,110156.8,110156.8,0
1,0.52,64,110265.6,110265.6,0
23,0.88,64,110470.4,110470.4,0
22,0.88,64,111232,111232,0
5,0.76,64,111264,111264,0
1,0.12,64,inf,inf,inf
